product,category,electricity,water,gas,component_1,manu_year_1,mass_kg_1,no_uses_1,biogenic_1,manu_loc_1,debark_port_1,depart_loc_uk_1,reprocessing_1,recycle_1,incinerate_1,landfill_1,component_2,manu_year_2,mass_kg_2,no_uses_2,biogenic_2,manu_loc_2,debark_port_2,depart_loc_uk_2,reprocessing_2,recycle_2,incinerate_2,landfill_2,component_3,manu_year_3,mass_kg_3,no_uses_3,biogenic_3,manu_loc_3,debark_port_3,depart_loc_uk_3,reprocessing_3,recycle_3,incinerate_3,landfill_3,component_4,manu_year_4,mass_kg_4,no_uses_4,biogenic_4,manu_loc_4,debark_port_4,depart_loc_uk_4,reprocessing_4,recycle_4,incinerate_4,landfill_4,component_5,manu_year_5,mass_kg_5,no_uses_5,biogenic_5,manu_loc_5,debark_port_5,depart_loc_uk_5,reprocessing_5,recycle_5,incinerate_5,landfill_5,component_6,manu_year_6,mass_kg_6,no_uses_6,biogenic_6,manu_loc_6,debark_port_6,depart_loc_uk_6,reprocessing_6,recycle_6,incinerate_6,landfill_6
bipolar generator,surgical equipment,0,0,0,hdpe,2022,2.0,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,8.0,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,2.0,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,2.0,5000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,8.0,5000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
bipolar stand,surgical equipment,0,0,0,hdpe,2022,4.0,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,3.0,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,4.0,5000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,3.0,5000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
bipolar pedal,surgical equipment,0,0,0,hdpe,2022,0.055,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,1.6,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.2,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.055,5000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,1.6,5000,0,shanghai (china),0,0,0,0,0,0,copper,2022,0.2,3000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0
chlorhexidine acetate (0.02%),surgical equipment,0,0,0,chlorhexidine 0.5%,2022,0.1,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe,2022,0.011,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.011,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
instillagel,surgical equipment,0,0,0,polypropylene,2022,0.0063,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,isopropyl alcohol,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe film,2022,0.0032,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0095,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
double giving irrigation set (catheter),surgical equipment,0,0,0,pvc,2022,0.175,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.175,1,0,shanghai (china),0,0,0,0,0,0,paper,2022,0.01,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.01,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
irrigation solution (3l),surgical equipment,0,0,0,pvc,2022,0.22,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.03,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe film,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.23,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
loop electrode disposable,surgical equipment,0,0,0,steel,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.003,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
loop electrode reusable,surgical equipment,0,0,0,steel,2022,0.005,20,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.025),0,1,0,working with steel,2022,0.005,20,0,shanghai (china),0,0,0,0,0,0,polypropylene,2022,0.04,1000,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.025),0,1,0,injection moulding,2022,0.044,1000,0,shanghai (china),0,0,0,0,0,0,ldpe film,2022,0.004,1,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.025),0,1,0,paper,2022,0.004,1,1,shanghai (china),shanghai (china),felixstowe,hsdu (0.025),0,1,0
anvil electrode disposable,surgical equipment,0,0,0,steel,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.003,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
ellik 1,surgical equipment,0,0,0,pvc,2022,0.08,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.008,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.08,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.008,1,0,shanghai (china),0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0
ellik 2,surgical equipment,0,0,0,pvc,2022,0.08,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.008,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.08,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.008,1,0,shanghai (china),0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0
1l saline bottle (ellik),surgical equipment,0,0,0,ldpe,2022,0.055,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.055,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
reusable theatre gown pack,surgical equipment,0,0,0,cotton,2022,0.3244,50,1,shanghai (china),shanghai (china),felixstowe,laundry,0,1,0,ldpe,2022,0.0066,1,0,shanghai (china),shanghai (china),felixstowe,laundry,0,1,0,paper,2022,0.043,1,1,shanghai (china),shanghai (china),felixstowe,laundry,0,1,0,cardboard,2022,0.1122,1,1,shanghai (china),shanghai (china),felixstowe,laundry,0,1,0,blow moulding,2022,0.3244,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
sterile paper towel,surgical equipment,0,0,0,paper,2022,0.01,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
formalin specimen pot,surgical equipment,0,0,0,hdpe,2022,0.011,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,formalin,2022,0.04,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.011,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
specimen pot printed label,surgical equipment,0,0,0,paper,2022,0.001,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,acrylic adhesive,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
foley catheter,surgical equipment,0,0,0,latex,2022,0.016,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.016,1,0,shanghai (china),0,0,0,0,0,0,ldpe film,2022,0.0064,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0064,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0075899999999999,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0029,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0
22f 3 way catheter,surgical equipment,0,0,0,silicone,2022,0.02,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.02,1,0,shanghai (china),0,0,0,0,0,0,ldpe film,2022,0.006,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.006,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0087,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.003,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0
pre-filled 10ml syinge with water (catheter),surgical equipment,0,0,0,polypropylene,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,water,2022,0.01,1,0,0,0,0,0,0,0,0,ldpe film,2022,0.004,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.01,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.004,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
20ml syringe (catheter),surgical equipment,0,0,0,polypropylene,2022,0.0122,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0122,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.00077,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00052,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.00077,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.004047,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0
10ml water for catheter balloon (catheter),surgical equipment,0,0,0,ldpe,2022,0.0075,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.0001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.0075,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
catheter bag (irrigation),surgical equipment,0,0,0,pvc,2022,0.35,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,silicone,2022,0.05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.008,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.358,1,0,shanghai (china),0,0,0,0,0,0,injection moulding,2022,0.05,1,0,shanghai (china),0,0,0,0,0,0
catheter bag (standard),surgical equipment,0,0,0,pvc,2022,0.2,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.008,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.208,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
catheter bag (urometer) (catheter),surgical equipment,0,0,0,pvc,2022,0.3,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.064,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.02,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.364,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
spigot (catheter),surgical equipment,0,0,0,ldpe,2022,0.003,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,paper,2022,0.001,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.003,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
catheter tip syringe (catheter),surgical equipment,0,0,0,polypropylene,2022,0.0281,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0281,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.0018,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0012,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0018,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.00933,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0
1l saline bottle (catheter),surgical equipment,0,0,0,ldpe,2022,0.055,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.055,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
irrigation (catheter),surgical equipment,0,0,0,pvc,2022,0.22,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.03,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe film,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.23,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
instillagel (catheter),surgical equipment,0,0,0,polypropylene,2022,0.0063,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,isopropyl alcohol,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe film,2022,0.0032,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0095,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
10ml syringe for penile block,anaesthesia drugs,0,0,0,polypropylene,2022,0.0063,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0063,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.00044,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00038,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.00044,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.002136,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0
bupivacaine (0.5% 10ml),anaesthesia drugs,0,0,0,bupivacaine,2022,5e-05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.0038,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.19794,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.001,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
green needle,anaesthesia drugs,0,0,0,ldpe,2022,0.0025,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.0004,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.0027,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00029,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0052,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.0004,1,0,shanghai (china),0,0,0,0,0,0
mmc 40mg in glass vial (mmc),anaesthesia drugs,0,0,0,mitomycin c highint,2022,4e-05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,glass,2022,0.1,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.25,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.003,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.003,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
saline closed circuit system (mmc),anaesthesia drugs,0,0,0,pvc,2022,0.05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.05,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.01,1,0,shanghai (china),0,0,0,0,0,0,glass,2022,0.008,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0
flip flow tap (mmc),surgical equipment,0,0,0,pvc,2022,0.003,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.004,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.001,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.007,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.001,1,0,shanghai (china),0,0,0,0,0,0
catheter bag (mmc),surgical equipment,0,0,0,pvc,2022,0.12,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.008,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.128,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
absorbant pad (mmc),surgical equipment,0,0,0,polyester,2022,0.015,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
disposable theatre gown (mmc),surgical equipment,0,0,0,polyester,2022,0.14,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.01,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,weaving polyester,2022,0.14,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.01,1,0,shanghai (china),0,0,0,0,0,0,paper,2022,0.16,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0
"gloves (non-sterile, mmc)",surgical equipment,0,0,0,nitrile butadiene,2022,0.0083,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0083,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.00249,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
mmc toxic waste bin container (sharps),surgical equipment,0,0,0,ldpe,2022,0.622,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.622,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
inco,hygiene & ppe,0,0,0,polypropylene,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.011,1,0,shanghai (china),0,0,0,0,0,0,viscose,2022,0.0194,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
mop bucket,hygiene & ppe,0,0,0,ldpe,2022,0.595,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,aluminium,2022,0.4,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,injection moulding,2022,0.595,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.4,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
cleaning solution for mop,hygiene & ppe,0,0,0,anionic surfacatant,2022,0.002,3,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe,2022,0.01,3,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.01,3,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
warm water for mop,hygiene & ppe,0,0,0,water heating,2022,3.0,3,0,0,0,0,0,0,0,0,water piped,2022,3.0,3,0,0,0,0,0,0,0,0,water treatment,2022,3.0,3,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
spider suction (mains suction connection),surgical equipment,0,0,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,5.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,5.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
suction liners,surgical equipment,0,0,0,hdpe,2022,0.08,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.026,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.08,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.026,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
suction liner cardboard box,surgical equipment,0,0,0,cardboard,2022,0.15,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
suction connectors (hosing),surgical equipment,0,0,0,pvc,2022,0.04,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.04,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
auxilliary electric suction unit,surgical equipment,0,0,0,hdpe,2022,1.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,4.0,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,10000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,4.0,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
puddle duck (flat plastic reused),surgical equipment,0,0,0,polycarbonate,2022,0.1,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.1,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
puddle duck hosing (disposable),surgical equipment,0,0,0,pvc,2022,0.15,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.15,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
irrigation bucket,surgical equipment,0,0,0,polypropylene,2022,0.283,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.283,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
irrigation bucket bag,surgical equipment,0,0,0,ldpe,2022,0.02,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.02,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
plastic bowl for camera head,hygiene & ppe,0,0,0,polypropylene,2022,0.259,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.259,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
