product,category,electricity,water,gas,component_1,manu_year_1,mass_kg_1,no_uses_1,biogenic_1,manu_loc_1,debark_port_1,depart_loc_uk_1,reprocessing_1,recycle_1,incinerate_1,landfill_1,component_2,manu_year_2,mass_kg_2,no_uses_2,biogenic_2,manu_loc_2,debark_port_2,depart_loc_uk_2,reprocessing_2,recycle_2,incinerate_2,landfill_2,component_3,manu_year_3,mass_kg_3,no_uses_3,biogenic_3,manu_loc_3,debark_port_3,depart_loc_uk_3,reprocessing_3,recycle_3,incinerate_3,landfill_3,component_4,manu_year_4,mass_kg_4,no_uses_4,biogenic_4,manu_loc_4,debark_port_4,depart_loc_uk_4,reprocessing_4,recycle_4,incinerate_4,landfill_4,component_5,manu_year_5,mass_kg_5,no_uses_5,biogenic_5,manu_loc_5,debark_port_5,depart_loc_uk_5,reprocessing_5,recycle_5,incinerate_5,landfill_5,component_6,manu_year_6,mass_kg_6,no_uses_6,biogenic_6,manu_loc_6,debark_port_6,depart_loc_uk_6,reprocessing_6,recycle_6,incinerate_6,landfill_6,manufacture_emissions,transport_emissions,use_emissions,reprocessing_emissions,disposal_emissions,total_emissions
plastic case (bipolar set),surgical equipment,0,0,0,hdpe,2022,1.748,2500,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.748,2500,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0032684803200000003,0.00026939966245383845,0.0,0.0,0.0022110266691623645,0.0057489066516162035
storage cage for scope/lead (bipolar set),surgical equipment,0,0,0,steel,2022,0.895,10000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,0.895,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.00037404735000000003,3.4484081506891504e-05,0.0,0.0,1.9045600000000001e-06,0.0004104359915068915
cystoscope (cystoscopy set),surgical equipment,0,0,0,steel,2022,0.042,2500,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.015),0,1,0,glass,2022,0.03,2500,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.015),0,1,0,hdpe,2022,0.012,2500,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.015),0,1,0,working with steel,2022,0.042,2500,0,shanghai (china),0,0,0,0,0,0,injection moulding,2022,0.012,2500,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.00010589952,1.29459792025872e-05,0.0,0.1766552929554076,1.5791536786011655e-05,0.1767899299913962
obturator (cystoscopy set),surgical equipment,0,0,0,steel,2022,0.053,2500,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.015),0,1,0,working with steel,2022,0.053,2500,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,8.860116000000001e-05,8.1682964016324e-06,0.0,0.1766552929554076,4.51136e-07,0.17675251354780924
bridge (cystoscopy set),surgical equipment,0,0,0,steel,2022,0.02,2500,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.015),0,1,0,working with steel,2022,0.02,2500,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3.34344e-05,3.082376000616e-06,0.0,0.1766552929554076,1.7024e-07,0.17669197997140823
light lead (cystoscopy set),surgical equipment,0,0,0,glass fibre optics,2022,0.4,500,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.015),0,1,0,silicone,2022,0.022,500,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.015),0,1,0,injection moulding,2022,0.022,500,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.058566252000000006,0.00032519066806498804,0.0,0.1766552929554076,7.025226178184845e-05,0.23561698788525445
biopsy forceps,surgical equipment,0,0,0,steel,2022,0.19,2500,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.125),0,1,0,working with steel,2022,0.19,2500,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.00031762680000000005,2.9282572005851998e-05,0.0,1.4721274412950633,1.61728e-06,1.4724759679470691
cluttons sounds,surgical equipment,0,0,0,steel,2022,2.089,10000,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.0625),0,1,0,working with steel,2022,2.089,10000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0008730557699999999,8.04885433160853e-05,0.0,0.7360637206475317,4.4453920000000004e-06,0.7370217103528477
otis urethrotome,surgical equipment,0,0,0,steel,2022,0.075,2500,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.025),0,1,0,working with steel,2022,0.075,2500,0,shanghai (china),0,0,0,0,0,0,ldpe film,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.025),0,1,0,paper,2022,0.004,1,1,shanghai (china),shanghai (china),felixstowe,hsdu (0.025),0,1,0,blow moulding,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.032903078999999995,0.00347923191069531,0.0,0.29442548825901266,6.384e-07,0.33080843756970796
sterile wrap (urol base set),surgical equipment,0,0,0,polypropylene,2022,0.056,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polypropylene textile production,2022,0.056,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.438676,0.04315326400862401,0.0,0.0,0.17708451583680265,0.6589137798454267
sterile wrap (bipolar set),surgical equipment,0,0,0,polypropylene,2022,0.1092,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polypropylene textile production,2022,0.1092,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.8554182000000001,0.08414886481681681,0.0,0.0,0.3453148058817652,1.284881870698582
sterile wrap (biopsy forceps),surgical equipment,0,0,0,polypropylene,2022,0.056,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polypropylene textile production,2022,0.056,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.438676,0.04315326400862401,0.0,0.0,0.17708451583680265,0.6589137798454267
sterile wrap (cluttons),surgical equipment,0,0,0,polypropylene,2022,0.056,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,polypropylene textile production,2022,0.056,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.438676,0.04315326400862401,0.0,0.0,0.17708451583680265,0.6589137798454267
screen,surgical equipment,0,0,0,hdpe,2022,3.0,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,2.0,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,1.0,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,3.0,5000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,2.0,5000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.2536934,0.00046235640009240005,0.0,0.0,0.0020328317335553702,0.2561885881336478
image processor,surgical equipment,0,0,0,hdpe,2022,1.5,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,3.0,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,1.0,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.5,5000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,3.0,5000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.25396534,0.00042382670008470004,0.0,0.0,0.0010884206844296418,0.2554775873845143
light source,surgical equipment,0,0,0,hdpe,2022,1.5,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,3.0,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,1.0,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.5,5000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,3.0,5000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.25396534,0.00042382670008470004,0.0,0.0,0.0010884206844296418,0.2554775873845143
camera head,surgical equipment,0,0,0,hdpe,2022,0.15,3000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.2,3000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.2,3000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.15,3000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.2,3000,0,shanghai (china),0,0,0,0,0,0,copper,2022,0.2,3000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0.08373473666666667,9.632425001925e-05,0.0,0.0,0.0002018583866222592,0.08403291930330818
stack stand,surgical equipment,0,0,0,hdpe,2022,10.0,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,5.0,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,10.0,5000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,5.0,5000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.017720800000000002,0.001155891000231,0.0,0.0,0.006345726994171523,0.025222417994402523
bipolar generator,surgical equipment,0,0,0,hdpe,2022,2.0,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,8.0,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,2.0,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,2.0,5000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,8.0,5000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.5103444,0.0009247128001848001,0.0,0.0,0.0015529086694421315,0.512822021469627
bipolar stand,surgical equipment,0,0,0,hdpe,2022,4.0,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,3.0,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,4.0,5000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,3.0,5000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.008762639999999999,0.0005394158001078,0.0,0.0,0.0025425467976686092,0.01184460259777641
bipolar pedal,surgical equipment,0,0,0,hdpe,2022,0.055,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,1.6,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.2,5000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.055,5000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,1.6,5000,0,shanghai (china),0,0,0,0,0,0,copper,2022,0.2,3000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0.05266789926666667,0.000168631653700367,0.0,0.0,6.699118552872606e-05,0.052903522105895766
chlorhexidine acetate (0.02%),surgical equipment,0,0,0,chlorhexidine 0.5%,2022,0.1,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe,2022,0.011,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.011,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.3901039,0.042767967008547,0.0,0.0,0.0,0.432871867008547
instillagel,surgical equipment,0,0,0,polypropylene,2022,0.0063,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,isopropyl alcohol,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe film,2022,0.0032,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0095,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.052682969999999996,0.004238267000847,0.0,0.0,0.0199220080316403,0.0768432450324873
double giving irrigation set (catheter),surgical equipment,0,0,0,pvc,2022,0.175,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.175,1,0,shanghai (china),0,0,0,0,0,0,paper,2022,0.01,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.01,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.8503260000000001,0.07513291501501501,0.0,0.0,0.25196275312239796,1.1774216681374132
irrigation solution (3l),surgical equipment,0,0,0,pvc,2022,0.22,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.03,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,ldpe film,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.23,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0557185,0.10017722002002001,0.0,0.0,0.3167531753538718,1.4726488953738919
loop electrode disposable,surgical equipment,0,0,0,steel,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.003,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0512594,0.005008861001001,0.0,0.0,0.0001064,0.056374661001001
loop electrode reusable,surgical equipment,0,0,0,steel,2022,0.005,20,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.025),0,1,0,working with steel,2022,0.005,20,0,shanghai (china),0,0,0,0,0,0,polypropylene,2022,0.04,1000,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.025),0,1,0,injection moulding,2022,0.044,1000,0,shanghai (china),0,0,0,0,0,0,ldpe film,2022,0.004,1,0,shanghai (china),shanghai (china),felixstowe,hsdu (0.025),0,1,0,paper,2022,0.004,1,1,shanghai (china),shanghai (china),felixstowe,hsdu (0.025),0,1,0,0.0226967898,0.0031941121306383303,0.0,0.29442548825901266,5.32e-06,0.32032171018965094
anvil electrode disposable,surgical equipment,0,0,0,steel,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,working with steel,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.003,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.005,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0512594,0.005008861001001,0.0,0.0,0.0001064,0.056374661001001
ellik 1,surgical equipment,0,0,0,pvc,2022,0.08,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.008,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.08,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.008,1,0,shanghai (china),0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.4065384,0.035832621007161,0.0,0.0,0.14058716083263945,0.5829581818398004
ellik 2,surgical equipment,0,0,0,pvc,2022,0.08,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.008,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.08,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.008,1,0,shanghai (china),0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.4065384,0.035832621007161,0.0,0.0,0.14058716083263945,0.5829581818398004
1l saline bottle (ellik),surgical equipment,0,0,0,ldpe,2022,0.055,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.055,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.269926,0.025044305005005,0.0,0.0,0.17392229233971687,0.4688925973447219
reusable theatre gown pack,surgical equipment,0,0,0,cotton,2022,0.3244,50,1,shanghai (china),shanghai (china),felixstowe,laundry,0,1,0,ldpe,2022,0.0066,1,0,shanghai (china),shanghai (china),felixstowe,laundry,0,1,0,paper,2022,0.043,1,1,shanghai (china),shanghai (china),felixstowe,laundry,0,1,0,cardboard,2022,0.1122,1,1,shanghai (china),shanghai (china),felixstowe,laundry,0,1,0,blow moulding,2022,0.3244,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.9196588960000001,0.06484086154895817,0.0,0.24698959999999998,0.02431139572076607,1.2558007532697244
sterile paper towel,surgical equipment,0,0,0,paper,2022,0.01,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.020128,0.00385297000077,0.0,0.0,0.00021280000000000084,0.02419377000077
formalin specimen pot,surgical equipment,0,0,0,hdpe,2022,0.011,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,formalin,2022,0.04,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.011,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.1724246,0.019650147003927,0.0,0.0,0.034784458467943376,0.22685920547187038
specimen pot printed label,surgical equipment,0,0,0,paper,2022,0.001,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,acrylic adhesive,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0035002,0.0007705940001540001,0.0,0.0,0.0015083385179017483,0.005779132518055749
foley catheter,surgical equipment,0,0,0,latex,2022,0.016,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.016,1,0,shanghai (china),0,0,0,0,0,0,ldpe film,2022,0.0064,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0064,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0075899999999999,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0029,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0.12067853099999981,0.012672418332532492,0.0,0.0,0.05152429322231473,0.18487524255484702
22f 3 way catheter,surgical equipment,0,0,0,silicone,2022,0.02,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.02,1,0,shanghai (china),0,0,0,0,0,0,ldpe film,2022,0.006,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.006,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0087,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.003,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0.15720383,0.014525696902902901,0.0,0.0,0.024194664446294756,0.19592419134919764
pre-filled 10ml syinge with water (catheter),surgical equipment,0,0,0,polypropylene,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,water,2022,0.01,1,0,0,0,0,0,0,0,0,ldpe film,2022,0.004,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.01,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.004,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.07176075,0.005394158001078,0.0,0.0,0.031622234970857616,0.10877714297193561
20ml syringe (catheter),surgical equipment,0,0,0,polypropylene,2022,0.0122,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0122,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.00077,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00052,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.00077,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.004047,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0.0760921373,0.0067569534903503484,0.0,0.0,0.038579126664446295,0.12142821745479665
10ml water for catheter balloon (catheter),surgical equipment,0,0,0,ldpe,2022,0.0075,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.0001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.0075,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.036510314999999995,0.0029282572005852,0.0,0.0,0.02371667622814321,0.06315524842872841
catheter bag (irrigation),surgical equipment,0,0,0,pvc,2022,0.35,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,silicone,2022,0.05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.008,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.358,1,0,shanghai (china),0,0,0,0,0,0,injection moulding,2022,0.05,1,0,shanghai (china),0,0,0,0,0,0,1.9009064,0.159127661031801,0.0,0.0,0.5898163553372189,2.64985041636902
catheter bag (standard),surgical equipment,0,0,0,pvc,2022,0.2,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.008,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.208,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.9479223999999999,0.080141776016016,0.0,0.0,0.31325522011656953,1.3413193961325853
catheter bag (urometer) (catheter),surgical equipment,0,0,0,pvc,2022,0.3,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.064,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.02,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.364,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.7192952000000001,0.14795404802956802,0.0,0.0,0.634744052023314,2.5019933000528822
spigot (catheter),surgical equipment,0,0,0,ldpe,2022,0.003,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,paper,2022,0.001,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.003,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0199542,0.001926485000385,0.0,0.0,0.009486670491257287,0.03136735549164228
catheter tip syringe (catheter),surgical equipment,0,0,0,polypropylene,2022,0.0281,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0281,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.0018,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0012,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0018,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.00933,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0.17541364699999998,0.015577557713113113,0.0,0.0,0.08885848026810991,0.279849684981223
1l saline bottle (catheter),surgical equipment,0,0,0,ldpe,2022,0.055,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.055,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.269926,0.025044305005005,0.0,0.0,0.17392229233971687,0.4688925973447219
